formation_count_HUB00	formation_count_HUB01	formation_count_HUB02	formation_count_HUB03	formation_count_HUB04	sim_start	formation_count_HUB06	formation_count_HUB07	formation_count_HUB08	formation_count_HUB09	formation_success_rate	flight_count_HUB00	flight_count_HUB01	formation_count	flight_count_HUB03	flight_count_HUB04	flight_count_HUB05	flight_count_HUB06	flight_count_HUB07	flight_count_HUB08	flight_count_HUB09	distance_success_rate	formation_count_HUB05	formation_aircraft_count	sim_finish	Q_avg	distance_total	formation_count_HUB10	distance_solo	alpha_effective	flight_count_HUB10	Q_sum	avg_formation_size	hub_delay_avg	distance_direct	flight_count_HUB02	distance_penalty	aircraft_count	hub_delay_sum	distance_formation
2	2	2	17	22	0	45	21	3	2	0.6779026217228464	14	19	131	59	86	34	153	80	25	13	0.3382361620327269	7	362	1990	0.7410952222150364	1944529.6889940687	8	1286819.430030023	0.029247965671202587	35	268.2764704418432	2.763358778625954	2.058687198010909	1916316.2715979326	16	0.014722735393051911	534	745.244765679949	657710.2589640458
