745	TP115	OPO-EWR	332
515	TS331	AMS-YVR	330
520	TS361	AMS-YYZ	330
665	TS357	CDG-YUL	330
775	TS311	CDG-YUL	330
710	TS235	DUB-YUL	310
840	TS181	FRA-YYZ	310
555	TS391	HAM-YYZ	310
830	TS845	LGW-YHZ	330
560	TS869	LGW-YVR	330
610	TS865	LGW-YYC	330
675	TS811	LGW-YYZ	330
705	TS323	LGW-YYZ	330
765	TS253	LGW-YYZ	330
630	TS393	LYS-YUL	310
795	TS209	MAN-YYZ	310
765	TS475	MRS-YQB	310
620	TS435	MRS-YUL	310
795	TS343	MUC-YYC	330
690	TS603	NTE-YUL	310
660	TS295	OPO-YUL	310
705	TS641	PSR-YYZ	310
730	TS643	SUF-YYZ	330
740	TS485	VIE-YUL	310
675	UA947	AMS-IAD	763
615	UA909	AMS-ORD	777
660	UA951	BRU-IAD	777
600	UA973	BRU-ORD	763
685	UA915	CDG-IAD	777
615	UA943	CDG-ORD	763
585	UA965	DME-IAD	763
610	UA967	FCO-IAD	777
600	UA953	FRA-IAD	763
680	UA917	FRA-IAD	777
960	UA933	FRA-IAD	777
440	UA945	FRA-ORD	777
705	UA941	FRA-ORD	744
780	UA901	FRA-SFO	744
985	UA927	FRA-SFO	777
660	UA975	GVA-IAD	763
465	UA923	LHR-IAD	763
720	UA919	LHR-IAD	777
785	UA939	LHR-IAD	763
980	UA925	LHR-IAD	777
625	UA935	LHR-LAX	777
475	UA929	LHR-ORD	744
740	UA949	LHR-ORD	763
920	UA959	LHR-ORD	763
635	UA955	LHR-SFO	777
850	UA931	LHR-SFO	777
600	EI7662	MAD-IAD	332
640	UA903	MUC-IAD	777
695	UA907	MUC-ORD	777
550	UA979	ZRH-EWR	763
655	UA937	ZRH-IAD	763
590	US799	AMS-PHL	752
585	US759	ATH-PHL	767
585	US743	BCN-PHL	332
585	US751	BRU-PHL	767
610	US787	CDG-CLT	332
635	US755	CDG-PHL	332
555	US725	DUB-CLT	752
