sim_start	formation_aircraft_count	formation_success_rate	formation_count	distance_penalty	hub_delay_sum	fuel_delay	config_phi_max	distance_success_rate	sim_finish	Q_avg	config_etah_slack	fuel_saved	fuel_direct	config_Z	fuel_saved_disregard_delay	distance_total	config_count_hubs	distance_solo	fuel_actual	alpha_effective	Q_sum	avg_formation_size	config_alpha	hub_delay_avg	distance_direct	config_lock_time	aircraft_count	distance_formation
0	503	0.9454887218045113	86	0.02373110496584996	12250.555127660851	1543716.0759675058	15	0.521094030585979	1992	0.7447492823945168	33.333333333333336	-0.009788657981210758	30155441.90963541	0.2	0.04140329870088477	1957441.5230176859	10	937430.4301520427	28906907.140793595	0.044011119010327324	374.6088890444419	5.848837209302325	0.13	24.354980373083205	1912066.0821212255	33.777777777777779	532	1020011.0928656433
0	503	0.9454887218045113	83	0.022391618546165448	14034.28748931882	1781210.5632566868	15	0.5289324283002077	2000	0.7593262092481384	40.0	-0.015654891125927772	30155441.909635425	0.2	0.04341274146238949	1954880.3364671443	10	920880.7330632507	28846311.50632832	0.046369597132861554	381.9410832518136	6.0602409638554215	0.13	27.901167970812764	1912066.0821212248	33.777777777777779	532	1033999.6034038936
0	508	0.9548872180451128	88	0.020781727294640007	14970.003919654982	1881269.7839188464	15	0.5306804356782686	1981	0.7555058030544518	46.666666666666671	-0.017482662866774357	30155441.90963542	0.2	0.04490308460647807	1951802.1180091992	10	916018.9196663098	28801369.550221328	0.04820672934353491	383.79694795166154	5.7727272727272725	0.13	29.468511652864137	1912066.0821212253	33.777777777777779	532	1035783.1983428893
0	506	0.9511278195488722	84	0.021428637913419646	16358.874827734517	2073762.187648622	15	0.5214761574093454	1983	0.7433207074978601	53.333333333333336	-0.025445277292220236	30155441.909635417	0.2	0.04332380902602728	1953039.053861532	10	934575.7527834368	28848993.30324691	0.04636326254979525	376.12027799391717	6.023809523809524	0.13	32.329792149672954	1912066.0821212253	33.777777777777779	532	1018463.3010780952
0	503	0.9454887218045113	85	0.021287327511354093	17890.35937192722	2259804.9166098763	15	0.5219777109293399	1997	0.7452894763847463	60.0	-0.03145862263429011	30155441.90963543	0.2	0.04347992157214742	1952768.8590346917	10	933467.0400216646	28844285.66043103	0.0465697749094601	374.88060662152736	5.91764705882353	0.13	35.567314854726085	1912066.0821212253	33.777777777777779	532	1019301.8190130271
0	77	0.14473684210526316	37	0.006785189602017461	15.147489413099791	1196.0615017096977	15	0.07418816509372077	1993	0.7007161101255268	0.0	0.0024092017906880425	30155441.909635413	0.2	0.002448864996596023	1925039.8130200042	10	1782224.6415596907	30081595.303486023	0.0028592718601662386	53.955140479665566	2.081081081081081	0.13	0.1967206417285687	1912066.082121225	40.333333333333329	532	142815.17146031343
0	449	0.8439849624060151	134	0.016063492123909562	2108.649507429661	224859.99647156382	15	0.45874514979166925	1988	0.7371109034741817	6.666666666666667	0.03267090003697182	30155441.909635417	0.2	0.04012759714475711	1942780.5405717748	10	1051539.3904748359	28945376.484963443	0.043573377349007444	330.9627956599076	3.3507462686567164	0.13	4.696324069999244	1912066.082121226	40.333333333333329	532	891241.150096939
0	480	0.9022556390977443	109	0.018500389410254447	4427.95336572656	520210.72125010873	15	0.4991688366377569	1995	0.748523790068705	13.333333333333334	0.02570657823388267	30155441.909635417	0.2	0.04295755146813296	1947440.0492186078	10	975338.6654283793	28860037.96175796	0.04639155935265395	359.2914192329784	4.4036697247706424	0.13	9.224902845263667	1912066.0821212255	40.333333333333329	532	972101.3837902285
0	494	0.9285714285714286	100	0.02061075278523905	7555.182642630673	915920.6034450723	15	0.5132499765958174	1996	0.7490448842914271	20.0	0.012576715318314724	30155441.90963541	0.2	0.04295002591975594	1951475.2034488677	10	949880.6009514183	28860264.897994876	0.04611174417221721	370.028172839965	4.94	0.13	15.293891989130918	1912066.0821212265	40.333333333333329	532	1001594.6024974494
0	500	0.9398496240601504	96	0.021778642104072654	9530.055268424332	1170443.2678468027	15	0.5140453964481594	1999	0.7408981888770605	26.666666666666668	0.0032677451250066047	30155441.909635406	0.2	0.04208141170479618	1953708.28500308	10	949413.535094618	28886458.343495972	0.04504725943418807	370.44909443853027	5.208333333333333	0.13	19.060110536848665	1912066.0821212253	40.333333333333329	532	1004294.7499084619
0	503	0.9454887218045113	99	0.02201859559358077	11359.390282319753	1386794.1122399431	15	0.5223595925250135	1982	0.7484332513729178	33.333333333333336	-0.003096600236381475	30155441.90963543	0.2	0.042891587116191454	1954167.0919316541	10	933389.1660644446	28862027.14594105	0.045888151434670996	376.46192544057766	5.08080808080808	0.13	22.583280879363326	1912066.0821212246	40.333333333333329	532	1020777.9258672096
0	504	0.9473684210526315	92	0.022027021052103635	12840.049105099499	1595427.0538844266	15	0.5253001583938751	1992	0.7524545695752102	40.0	-0.009679645296053252	30155441.90963543	0.2	0.04322712551716612	1954183.201965123	10	927650.4564421937	28851908.837182008	0.04626199953910014	379.23710306590596	5.478260869565218	0.13	25.47628790694345	1912066.0821212253	40.333333333333329	532	1026532.7455229292
0	507	0.9530075187969925	92	0.02250091556399858	14447.391146152522	1797517.6203142034	15	0.524560896168441	1982	0.7451087035244467	46.666666666666671	-0.016827664840236345	30155441.90963541	0.2	0.04278073439001506	1955089.3195878207	10	929525.9140154858	28865369.95888577	0.045692000937898755	377.7701126868945	5.510869565217392	0.13	28.495840524955664	1912066.0821212255	40.333333333333329	532	1025563.4055723349
0	503	0.9454887218045113	93	0.02173735333187432	14123.390455112834	1749840.3442597054	15	0.5217260125552854	1984	0.7520103778213167	53.333333333333336	-0.014946164728182332	30155441.909635402	0.2	0.04308118401713945	1953629.3381421878	10	934370.0935422429	28856309.76760824	0.04608702830031278	378.2612200441223	5.408602150537634	0.13	28.078311043961897	1912066.0821212262	40.333333333333329	532	1019259.244599945
0	501	0.9417293233082706	90	0.021682299632425517	15168.137099116551	1891384.9518084016	15	0.5169720524503415	1983	0.7438953723226658	60.0	-0.020186815298888883	30155441.90963542	0.2	0.042534366419362035	1953524.071830776	10	943606.7229052715	28872799.2939132	0.045524067186118886	372.69158153365555	5.566666666666666	0.13	30.27572275272765	1912066.0821212255	40.333333333333329	532	1009917.3489255046
0	78	0.14661654135338345	38	0.007071552518294721	13.900835452254434	1083.55230191932	15	0.07817402184276243	1987	0.7266378722496787	0.0	0.002611514772635437	30155441.90963541	0.2	0.002647447003546466	1925587.3578393958	10	1775056.4496675117	30075606.975311127	0.003091070321264395	56.67775403547494	2.0526315789473686	0.13	0.1782158391314671	1912066.0821212253	46.888888888888886	532	150530.9081718841
0	443	0.8327067669172933	132	0.01658720459607732	2049.847538823094	218736.77845427833	15	0.45299727589586025	1981	0.7460717265106424	6.666666666666667	0.03169362704381817	30155441.909635425	0.2	0.0389472689937439	1943781.9134265897	10	1063254.0017087017	28980969.801955637	0.042302441270384517	330.5097748442146	3.356060606060606	0.13	4.627195347230461	1912066.082121225	46.888888888888886	532	880527.911717888
