,1
"PEG",1
,1
"LJU",1
"MBX",1
"POW",1
,1
,1
,1
,1
,1
,1
,1
"KLV",1
,1
,1
"OSR",1
,1
"PED",1
,1
"PRV",1
"PRG",1
"BRQ",1
,1
"TLV",2
"BEV",2
,2
,2
"ETH",2
,2
"HFA",2
,2
"RPN",2
,2
,2
,2
"VDA",2
,2
,2
"SDV",2
"MLA",1
,1
,1
"GRZ",1
"INN",1
"LNZ",1
"SZG",1
"VIE",1
,1
,1
,0
"SMA",-1
"BGC",0
,0
,0
,0
,0
,0
,0
"FLW",-1
"FAO",0
"GRW",-1
"HOR",-1
"TER",-1
,0
,0
,0
"PDL",-1
"PIX",-1
,0
"OPO",0
"PXO",0
"LIS",0
"SJZ",-1
,0
,0
"VRL",0
,0
"PDT",-7
"OMO",1
"SJJ",1
"ARW",2
"BCM",2
"BAY",2
"BBU",2
"CND",2
"CLJ",2
"CSB",2
"CRA",2
"IAS",2
"OMR",2
"OTP",2
"SBZ",2
"SUJ",2
"SCV",2
"TCE",2
"TGM",2
"TSR",2
,1
"GVA",1
,1
"SIR",1
,1
,1
,1
,1
,1
,1
,1
"LUG",1
"BRN",1
,1
"ZRH",1
"ACH",1
"SMV",1
,2
"ESB",2
"ANK",2
,2
"ADA",2
,2
"AFY",2
"AYT",2
"GZT",2
,2
"KYA",2
,2
"MZH",2
"VAS",2
"MLX",2
"ASR",2
,2
,2
"DNZ",2
"IST",2
"BZI",2
"BDM",2
"TYE",-8
"ESK",2
"ADB",2
,2
"IGL",2
,2
,2
,2
,2
"DLM",2
,2
"RIW",-7
"BXN",2
,2
"EZS",2
"DIY",2
"ERC",2
"ERZ",2
"TZX",2
"MTJ",-7
"VAN",2
"BAL",2
,2
,2
,2
,2
"KIV",2
"OHD",1
"SKP",1
"GIB",1
"BEG",1
"INI",1
"TGD",1
"PRN",1
"TIV",1
,1
"BTS",1
"KSC",1
,1
"PZY",1
"SLD",1
,1
"TAT",1
"1CS",-6
"NCA",-5
"PLS",-5
"XSC",-5
"EPS",-4
"BRX",-4
,-4
"LRM",-4
"PUJ",-4
"POP",-4
"SDQ",-4
,-4
"STI",-4
,-6
"CBV",-6
"GUA",-6
,-6
,-6
"LCE",-6
"SAP",-6
"GJA",-6
"RTB",-6
"TEA",-6
"TGU",-6
,-6
"OCJ",-5
"KIN",-5
"MBJ",-5
"POT",-5
"KTP",-5
"ACA",-6
"NTR",-6
"AGU",-6
"HUX",-6
"CVJ",-6
,-6
"CME",-6
,-6
,-6
"CUL",-7
"CTM",-6
"CEN",-7
"CPE",-6
"CJS",-6
"CUU",-6
"CVM",-6
"ENW",-6
"CZM",-6
"DGO",-6
"TPQ",-6
"ESE",-8
"GDL",-6
"GYM",-7
"TCN",-6
"HMO",-7
"CLQ",-6
"ISJ",-6
"SLW",-6
,-6
"LZC",-6
"LMM",-7
"BJX",-6
"LAP",-7
"LTO",-7
"MAM",-6
"MID",-6
"MXL",-8
"MLM",-6
"MTT",-6
"LOV",-6
"MEX",-6
"MTY",-6
"MZT",-7
"NOG",-7
"NLD",-6
"OAX",-6
"PAZ",-6
"PBC",-6
"PCA",-6
"PPE",-7
"PDS",-6
"UPN",-6
"PVR",-6
"PXM",-6
"QRO",-6
"REX",-6
"SJD",-7
,-8
"SLP",-6
"TXA",-6
,-6
"TRC",-6
"TGZ",-6
"TIJ",-8
"TAM",-6
"TSL",-6
"TLC",-6
"TAP",-6
"CUN",-6
"VSA",-6
"VER",-6
"ZCL",-6
"ZIH",-6
"ZMM",-6
"ZLO",-6
,-6
"BEF",-6
,-6
,-6
"MGA",-6
"PUZ",-6
"BOC",-5
"CHX",-5
"DAV",-5
"HOW",-5
"PAC",-5
,-5
"PTY",-5
,-6
"VGT",-7
"OTR",-5
,-6
,-5
,-6
,-6
"GLF",-6
,-6
"LIR",-6
,-6
"LIO",-6
"NOB",-6
"SJO",-6
,-6
"PMZ",-6
"XQP",-6
,-6
,-5
"SAL",-6
,-6
,-5
"CAP",-5
,-5
"PAP",-5
"BCA",-5
"BYM",-5
"AVI",-5
,-5
"CFG",-5
"CYO",-5
"CMW",-5
"SCU",-5
,-5
,-5
"GAO",-5
"HAV",-5
"HOG",-5
"LCL",-5
"MOA",-5
"MZO",-5
"GER",-5
,-5
,-5
,-5
"SNU",-5
,-5
,-5
,-5
"C02",-6
"VRA",-5
"VTU",-5
"CYB",-5
"GCM",-5
,-5
"ASD",-5
"MHH",-5
"SAQ",-5
"AXP",-5
,-5
"TCB",-5
"CCZ",-5
,-5
"BIM",-5
"DKB",-6
"GGT",-5
,-5
"ELH",-5
"GHB",-5
,-5
"RSD",-5
,-5
"FPO",-5
"IGA",-5
"LGI",-5
"SML",-5
"MYG",-5
"NAS",-5
,-5
,-5
"ZSA",-5
"BZE",-6
"AIT",-10
"RAR",-10
"NAN",12
"SUV",12
"TBU",13
"VAV",13
"TRW",12
"TBF",12
"MTL",10
"WLS",12
"APW",-11
"PPG",-11
"RUR",-10
"TUB",-10
"AAA",-10
,-10
"TIH",-10
"REA",-10
"FAV",-10
"XMH",-10
"GMR",-9
"KKR",-10
"MKP",-10
"PKP",-10
"TKP",-10
"AXR",-10
"MVT",-10
"TKX",-10
"NHV",-10
"LAF",-5
"BOB",-10
"RGI",-10
"HUH",-10
"MOZ",-10
"HOI",-10
"MAU",-10
"RFP",-10
"VLI",11
"KNQ",11
"KOC",11
"LIF",11
"GEA",11
"MEE",11
"TOU",11
"UVE",11
"NOU",11
"AKL",12
"TUO",12
,12
"CHC",12
"CHT",13
"DUD",12
"GIS",12
"MON",12
"HKK",12
"HLZ",12
,12
"KKE",12
"KAT",12
"ALR",12
"GTN",12
"TEU",12
"MRO",12
"NPL",12
"NSN",12
"IVC",12
,12
"OAM",12
"PMR",12
"PPQ",12
"ZQN",12
"ROT",12
,12
,127
"TRG",12
"TIU",12
,12
"BHE",12
,0
"WKA",12
,12
"WHK",12
"WLG",12
,12
,12
"WRE",12
"WSZ",12
"WAG",12
"HEA",5
"JAA",5
"KBL",5
"KDH",5
"MMZ",5
"MZR",5
,5
,5
"UND",5
"BAH",3
,3
"AHB",3
"HOF",3
"ABT",3
"BHH",3
,3
"DMM",3
"DHA",3
"GIZ",3
"ELQ",3
"URY",3
"HAS",3
,3
,3
"JED",3
"HBT",3
"MED",3
"EAM",3
"AQI",3
,3
,3
,3
,3
"RAH",3
"RUH",3
,3
"RAE",3
,3
"SHW",3
"DGE",10
"SLF",3
"TUU",3
"TIF",3
,3
,3
"TUI",3
"OXD",-5
"EJH",3
"YNB",3
"ABD",4
,4
,4
,4
"QMJ",4
,4
"MRX",4
"AWZ",4
,4
"BUZ",4
,4
,4
"KIH",4
"BDH",4
,4
,4
,4
"KSH",4
"SDG",4
,4
,4
,4
,4
,4
"RAS",4
"MIE",-5
,4
,4
,4
,4
,4
,4
"THR",4
,4
,4
"BND",4
,4
"KER",4
,4
,4
,4
"XBJ",4
,5
,4
"WSY",10
,4
,4
"RZR",4
"RAF",-3
,4
,4
,4
"SYZ",4
,4
"QSA",1
"TBZ",4
,4
"AZD",4
,4
"ZBR",4
"ZAH",4
,4
,4
"AMM",2
"ADJ",2
"AQJ",2
,2
,2
"OMF",2
"KWI",3
"BEY",2
,2
"AUH",4
"AZI",4
,4
,4
"MVA",0
,4
,4
,4
,4
"DXB",4
"FJR",4
"RKT",4
"SHJ",4
"KHS",4
"MSH",4
"MCT",4
"SLL",4
"TTH",4
,5
,0
"XYD",1
"LYP",5
"GWD",5
"GIL",5
,5
"KHI",5
"LHE",5
,5
,5
"MFG",5
,5
"MJD",5
,5
"MUX",5
"WNS",5
,5
"PJG",5
"PSI",5
"PEW",5
,5
"UET",5
"RYK",5
"ISB",5
,5
"RAZ",5
"1RL",-7
"SKZ",5
"SDT",5
"SUL",5
"BDN",5
,5
"PZH",5
"BSR",3
"ALP",2
"DAM",2
"DEZ",2
"LTK",2
"PMS",2
"DOH",4
"CIS",-11
"ROP",10
"SPN",10
"UAM",10
"GUM",10
"TIQ",10
"NSO",10
"MAJ",12
,12
"KWA",12
"CXI",-12
"MDY",-11
"TKK",10
"PNI",11
"ROR",9
"KSA",12
"YAP",10
"KNH",8
"PIF",8
,8
"TTT",8
"GNI",8
"KHH",8
"CYI",8
"KYD",8
,8
"CES",10
"TNN",8
,8
"MZG",8
,8
,8
"TSA",8
"TPE",8
"WOT",8
"HUN",8
"NRT",9
"MMJ",9
"IBR",9
,10
"IWO",10
"SHM",9
,9
"OBO",9
"CTS",9
"HKD",9
"SPK",9
"MMB",9
"SHB",9
,9
"WKJ",9
"IKI",9
"UBJ",9
"TSJ",9
"MBE",9
"AKJ",9
"OIR",9
"RIS",9
,9
"KUM",9
"FUJ",9
"FUK",9
"TNE",9
"KOJ",9
"KMI",9
,9
"OIT",9
"KKJ",9
"KMJ",9
"NGS",9
,9
,9
"ASJ",9
,9
"TKN",9
,9
,9
,9
"KMQ",9
"OKI",9
"TOY",9
,9
"HIJ",9
"OKJ",9
"IZO",9
,9
"YGJ",9
,9
"KCZ",9
"MYJ",9
"ITM",9
"TTJ",9
"TKS",9
"TAK",9
,9
,9
"AOJ",9
"GAJ",9
,9
,9
"HNA",9
"AXT",9
"MSJ",9
"SDJ",9
,9
"LKS",1
,9
,9
"HAC",9
,9
,9
