"Airport Report",,,,,,,,,,,
,,,,,,,,,,,
"Code","Name","City","State","State Name"," Latitude "," Longitude ","Country","Country Name","Global Region","WAC","Notes"
"XUE","Heimdal Railway","Heimdal","  "," ",63.35,10.36,"NO","Norway","Europe",465,
"XUG","Holmestrand Railway","Holmestrand","  "," ",59.49,10.31,"NO","Norway","Europe",465,
"XUH","Levanger Railway","Levanger","  "," ",63.75,11.30,"NO","Norway","Europe",465,
"XUI","Lysaker Railway","Lysaker","  "," ",59.91,10.64,"NO","Norway","Europe",465,
"XUJ","Moelv Railway","Moelv","  "," ",60.93,10.70,"NO","Norway","Europe",465,
"XUL","Nesbyen Railway","Nesbyen","  "," ",60.58,9.11,"NO","Norway","Europe",465,
"XUM","Neslandsvatn Railway","Neslandsvatn","  "," ",58.97,9.16,"NO","Norway","Europe",465,
"XUN","Bus Service","Sun Valley","ID","Idaho",43.50,-114.31,"US","United States","North America",83,
"XUO","Nordagutu Railway","Nordagutu","  "," ",59.42,9.32,"NO","Norway","Europe",465,
"XUQ","Ringebu Railway","Ringebu","  "," ",61.53,10.14,"NO","Norway","Europe",465,
"XUR","Skoppum Railway","Skoppum","  "," ",59.39,10.41,"NO","Norway","Europe",465,
"XUS","Snartemo Railway","Snartemo","  "," ",58.33,7.21,"NO","Norway","Europe",465,
"XUT","Railway Station","Murica","  "," ",37.98,-1.13,"ES","Spain","Europe",482,
"XUU","Stjordal Railway","Stjordal","  "," ",63.47,10.91,"NO","Norway","Europe",465,
"XUV","Storekvina Railway","Storekvina","  "," ",58.38,6.96,"NO","Norway","Europe",465,
"XUW","Storen Railway","Storen","  "," ",63.05,10.28,"NO","Norway","Europe",465,
"XUX","Ustaoset Railway","Ustaoset","  "," ",60.50,8.05,"NO","Norway","Europe",465,
"XUY","Off-Line Point","Auray","  "," ",47.67,-2.98,"FR","France","Europe",427,
"XUZ","Xuzhou","Xuzhou","  "," ",34.27,117.18,"CN","China","Asia",713,
"XVA","Stockport Rail Station","Stockport","EN","England",53.42,-2.15,"GB","United Kingdom","Europe",493,
"XVB","Stafford Rail Station","Stafford","EN","England",52.82,-2.12,"GB","United Kingdom","Europe",493,
"XVC","Crewe Rail Station","Crewe","EN","England",53.08,-2.45,"GB","United Kingdom","Europe",493,
"XVD","Off-Line Point","Vendome","  "," ",47.78,1.05,"FR","France","Europe",427,
"XVE","Off-Line Point","Versailles","  "," ",48.80,2.13,"FR","France","Europe",427,
"XVF","Off-Line Point","Villefranche Sur Saone","  "," ",45.98,4.72,"FR","France","Europe",427,
"XVG","Darlington Rail Station","Darlington","EN","England",54.53,-1.55,"GB","United Kingdom","Europe",493,
"XVH","Peterborough Rail Station","Peterborough","ON","Ontario",44.30,-78.32,"CA","Canada","North America",936,
"XVI","Off-Line Point","Vienne","  "," ",46.50,0.70,"FR","France","Europe",427,
"XVJ","Stevenage Rail Station","Stevenage","EN","England",51.92,-0.23,"GB","United Kingdom","Europe",493,
"XVK","Rail Station","Voss","  "," ",60.63,6.41,"NO","Norway","Europe",465,
"XVL","Vin Long Airport","Vinh Long","  "," ",10.25,105.95,"VN","Vietnam","Asia",791,
"XVM","Vuokatti Bus Service","Vuokatti","  "," ",64.13,28.27,"FI","Finland","Europe",425,
"XVN","Off-Line Point","Verdun","  "," ",49.15,5.40,"FR","France","Europe",427,
"XVO","Off-Line Point","Vesoul","  "," ",47.63,6.17,"FR","France","Europe",427,
"XVP","Off-Line Point","Villepinte","  "," ",48.97,2.52,"FR","France","Europe",427,
"XVQ","Santa Lucia Rail Station","Venice","  "," ",45.47,12.32,"IT","Italy","Europe",450,
"XVR","Off-Line Point","Valloire","  "," ",45.15,6.47,"FR","France","Europe",427,
"XVS","Off-Line Point","Valenciennes","  "," ",50.33,3.57,"FR","France","Europe",427,
"XVT","Off-Line Point","Vitre","  "," ",48.13,-1.20,"FR","France","Europe",427,
"XVU","Durham Rail Station","Durham","EN","England",54.78,-1.57,"GB","United Kingdom","Europe",493,
"XVV","Belleville Rail Service ","Belleville","ON","Ontario",44.17,-77.38,"CA","Canada","North America",936,
"XVW","Wolverhampton Rail Station","Wolverhampton","EN","England",52.58,-2.12,"GB","United Kingdom","Europe",493,
"XVX","Vejle Railway Service","Vejle","  "," ",55.67,9.50,"DK","Denmark","Europe",419,
"XVY","Mestre Rail Station","Venice","  "," ",45.48,12.23,"IT","Italy","Europe",450,
"XVZ","Off-Line Point","Vierzon","  "," ",47.22,2.08,"FR","France","Europe",427,
"XWA","Watford Rail Station","Watford","ON","Ontario",42.95,-81.88,"CA","Canada","North America",936,
"XWB","Stirling Rail Station ","Stirling","SC","Scotland",56.13,-3.95,"GB","United Kingdom","Europe",493,
"XWC","Suedbahnhof Railway ","Vienna","  "," ",48.19,16.38,"AT","Austria","Europe",403,
"XWD","Wakefield Westgate Rail Station ","Wakefield Westgate","EN","England",53.70,-1.48,"GB","United Kingdom","Europe",493,
"XWE","Wellingborough Rail Station","Wellingborough","EN","England",52.32,-0.68,"GB","United Kingdom","Europe",493,
"XWF","Falun Railway Service","Borlange/Falun","  "," ",60.60,15.64,"SE","Sweden","Europe",484,
"XWG","Strasbourg Railway Station","Strasbourg","  "," ",48.60,7.78,"FR","France","Europe",427,
"XWH","Stoke On Trent Rail Station ","Stoke On Trent","EN","England",53.02,-2.18,"GB","United Kingdom","Europe",493,
"XWI","Wigan NW Railway","Wigan","EN","England",53.55,-2.63,"GB","United Kingdom","Europe",493,
"XWJ","Dexter Regional Airport","Dexter","ME","Maine",45.01,-69.24,"US","United States","North America",12,
"XWK","Karlskrona Railway Service","Ronneby","  "," ",56.17,15.59,"SE","Sweden","Europe",484,
"XWL","Gothenberg Central Station","Gothenburg","  "," ",57.00,11.83,"SE","Sweden","Europe",484,
"XWM","Hallsberg Rail Station","Hallsberg","  "," ",59.07,15.12,"SE","Sweden","Europe",484,
"XWN","WarringtonB. Q. Rail Station","Warrington B.Q.","EN","England",53.40,-2.58,"GB","United Kingdom","Europe",493,
"XWO","Woking Rail Station","Woking","EN","England",51.33,-0.57,"GB","United Kingdom","Europe",493,
"XWP","Hassleholm Railway Service","Hassleholm","  "," ",56.16,13.76,"SE","Sweden","Europe",484,
"XWQ","Enkoping Railway Service","Enkoping","  "," ",59.64,17.09,"SE","Sweden","Europe",484,
"XWR","Orebo-Bofors Railway Service","Orebro","  "," ",59.28,15.21,"SE","Sweden","Europe",484,
"XWS","Swindon Rail Station","Swindon","EN","England",51.57,-1.77,"GB","United Kingdom","Europe",493,
"XWT","City Air Terminal","Vienna","  "," ",48.21,-16.39,"AT","Austria","Europe",403,
"XWU","Norman Airport","Norman","AL","Alabama",32.56,-87.31,"US","United States","North America",51,
"XWV","Varberg Rail Station","Varberg","  "," ",57.10,12.25,"SE","Sweden","Europe",484,
"XWW","Westbahnhof Railway ","Vienna","  "," ",48.20,16.34,"AT","Austria","Europe",403,
"XWX","Nassjo Rail Station","Nassjo","  "," ",57.65,14.67,"SE","Sweden","Europe",484,
"XWY","Mcgregor Municipal","Mcgregor","TX","Texas",31.48,-97.32,"US","United States","North America",74,
"XWZ","Nykoping Railway Service","Nykoping","  "," ",58.76,16.99,"SE","Sweden","Europe",484,
"XXA","Alvesta Railway Service","Alvesta","  "," ",56.90,14.56,"SE","Sweden","Europe",484,
"XXB","Off-Line Point","Bhadohi","  "," ",25.40,82.58,"IN","India","Asia",733,
"XXC","Bo Rail Station","Bo","  "," ",59.00,9.00,"NO","Norway","Europe",465,
"XXD","Degerfors Rail Station","Degerfors","  "," ",59.23,14.43,"SE","Sweden","Europe",484,
"XXE","Vennesla Railway","Vennesla","  "," ",58.25,7.97,"NO","Norway","Europe",465,
"XXF","Off-line Point","Scenic Flight","  "," ",,,"NZ","New Zealand","Australasia",851,
"XXG","Verdal Railway","Verdal","  "," ",63.79,11.48,"NO","Norway","Europe",465,
"XXH","Off-line Point","Helicopter Scenic","  "," ",,,"NZ","New Zealand","Australasia",851,
"XXI","Koping Rail Station","Koping","  "," ",59.52,16.00,"SE","Sweden","Europe",484,
"XXJ","Deli Railway","Budapest","  "," ",47.50,19.02,"HU","Hungary","Europe",437,
"XXK","Katrineholm Railway Service","Katrineholm","  "," ",59.00,16.21,"SE","Sweden","Europe",484,
"XXL","Lillehammer Rail Station","Lillehammer","  "," ",61.10,10.45,"NO","Norway","Europe",465,
"XXM","Mjolby Rail Station ","Mjolby","  "," ",58.32,15.17,"SE","Sweden","Europe",484,
"XXN","Kil Rail Station","Kil","  "," ",59.50,13.32,"SE","Sweden","Europe",484,
"XXO","Leksand Rail Station","Leksand","  "," ",60.73,15.00,"SE","Sweden","Europe",484,
"XXP","Off-Line Point","Potsdam","  "," ",52.42,13.07,"DE","Germany","Europe",429,
"XXQ","Keleti Railway","Budapest","  "," ",47.50,19.03,"HU","Hungary","Europe",437,
"XXR","No. Al Railway","Al","  "," ",60.63,8.56,"NO","Norway","Europe",465,
"XXS","Skiplane Scenic Airport","Aoraki","  "," ",-43.76,170.13,"NZ","New Zealand","Australasia",851,
"XXT","Arboga Rail Station ","Arboga","  "," ",59.40,15.83,"SE","Sweden","Europe",484,
"XXU","Hedemora Railway Service","Hedemora","  "," ",60.28,15.98,"SE","Sweden","Europe",484,
"XXV","Kumla Rail Station","Kumla","  "," ",59.13,15.13,"SE","Sweden","Europe",484,
"XXW","Lake City Municipal Airport","Lake City","FL","Florida",30.18,-82.58,"US","United States","North America",33,
"XXX","Intermountain Regl","Mena","OK","Oklahoma",34.55,-94.21,"US","United States","North America",73,
"XXY","Rohnerville","Fortuna","  "," ",40.55,-124.13,"SE","Sweden","Europe",484,
"XXZ","Sundsvall Rail Station","Sundsvall","  "," ",62.00,17.00,"SE","Sweden","Europe",484,
"XYA","Yandina ","Yandina","  "," ",-9.09,159.22,"SB","Solomon Islands","Australasia",874,
"XYB","Borlange Railway Service","Borlange/Falun","  "," ",60.48,15.43,"SE","Sweden","Europe",484,
"XYC","Herrljunga Rail Station","Herrljunga","  "," ",58.08,13.03,"SE","Sweden","Europe",484,
"XYD","Lyon Part-Dieu Rail Service","Lyon","  "," ",45.73,5.08,"FR","France","Europe",427,
"XYE","Ye Airport","Ye","  "," ",15.25,97.85,"MM","Myanmar","Asia",706,
"XYF","Falkoping Rail Station","Falkoping","  "," ",58.17,13.52,"SE","Sweden","Europe",484,
"XYG","Hlavni Railway","Prague","  "," ",50.10,14.44,"CZ","Czech Republic","Europe",418,
"XYH","Helsingborg Railway Service","Angelholm/Helsingborg","  "," ",56.04,12.70,"SE","Sweden","Europe",484,
"XYI","Flen Railway Service","Flen","  "," ",59.06,16.59,"SE","Sweden","Europe",484,
"XYJ","Holesovice Railway","Prague","  "," ",50.11,14.44,"CZ","Czech Republic","Europe",418,
"XYK","Norrkoping Railway Service","Norrkoping","  "," ",58.60,16.18,"SE","Sweden","Europe",484,
"XYL","Lyon Perrache Rail Service","Lyon","  "," ",45.75,4.83,"FR","France","Europe",427,
"XYM","Falkenberg Rail Station","Falkenberg","  "," ",56.92,12.50,"SE","Sweden","Europe",484,
"XYN","Kristinehamn Rail Station","Kristinehamn","  "," ",59.33,14.12,"SE","Sweden","Europe",484,
"XYO","Karlshamn Railway Service","Karlshamn","  "," ",56.18,14.87,"SE","Sweden","Europe",484,
"XYP","Avesta Krylbo Railway Service","Avesta Krylbo","  "," ",60.13,16.21,"SE","Sweden","Europe",484,
"XYQ","Angelholm Railway Service","Angelholm/Helsingborg","  "," ",56.25,12.85,"SE","Sweden","Europe",484,
"XYR","Yellow River Airport","Yellow River","  "," ",-3.88,141.78,"PG","Papua New Guinea","Australasia",804,
"XYS","Ferry Port","Sydney","NS","New South Wales",-33.98,151.20,"AU","Australia","Australasia",802,
"XYT","Montaudran Airport","Toulouse","  "," ",43.57,1.48,"FR","France","Europe",427,
"XYU","Solvesborg Railway Service","Solvesborg","  "," ",56.05,14.58,"SE","Sweden","Europe",484,
"XYV","Satolas Rail Service","Lyon","  "," ",45.70,5.13,"FR","France","Europe",427,
"XYX","Sala Railway Service","Sala","  "," ",59.93,16.61,"SE","Sweden","Europe",484,
"XYY","Arvika Rail Station","Arvika","  "," ",59.68,12.63,"SE","Sweden","Europe",484,
"XYZ","Harnosand Rail Station","Sundsvall","  "," ",62.63,17.93,"SE","Sweden","Europe",484,
"XZA","Zabre Airport","Zabre","  "," ",11.13,-1.00,"BF","Burkina Faso","Africa",593,
"XZB","Casselman Rail Service","Casselman","ON","Ontario",45.32,-75.08,"CA","Canada","North America",936,
"XZC","Glencoe Rail Service","Glencoe","ON","Ontario",42.75,-81.73,"CA","Canada","North America",936,
"XZD","Kongsvinger Airport","Kongsvinger","  "," ",60.19,12.00,"NO","Norway","Europe",465,
"XZE","Rail (Generic)","Rail (Generic)","  "," ",50.00,8.00,"DE","Germany","Europe",429,
"XZF","Dammam Port","Dammam","  "," ",26.50,50.20,"SA","Saudi Arabia","Middle East",670,
"XZG","Free Trade Zone","Ningbo","  "," ",29.00,121.00,"CN","China","Asia",713,
"XZH","Econ. and Tech. Dev. Area","Hangzhou","  "," ",30.52,120.01,"CN","China","Asia",713,
"XZJ","Rail (Generic)","Rail (Generic)","  "," ",34.00,135.00,"JP","Japan","Asia",736,
"XZK","Amherst Rail Service","Amherst","NS","Nova Scotia",45.80,-64.13,"CA","Canada","North America",951,
"XZL","Edmonton Rail Service","Edmonton","AB","Alberta",53.00,-113.48,"CA","Canada","North America",916,
"XZM","Ferry","Macau","  "," ",22.15,113.55,"CN","China","Asia",713,
"XZN","Avignon  Railway Service","Avignon","  "," ",43.95,4.82,"FR","France","Europe",427,
"XZO","Oslo Central Rail Station","Oslo","  "," ",59.92,10.75,"NO","Norway","Europe",465,
"XZQ","Rail Generic","Rail Generic","  "," ",37.72,28.97,"SE","Sweden","Europe",484,
"XZT","Trondheim Central Station","Trondheim","  "," ",63.60,10.38,"NO","Norway","Europe",465,
"XZU","Rail (Generic)","Rail (Generic)","NJ","New Jersey",40.00,-74.00,"US","United States","North America",21,
"XZV","TGV Station","Toulon","  "," ",43.13,5.92,"FR","France","Europe",427,
"XZX","Rail (Generic)","Rail (Generic)","QL","Queensland",-33.00,151.00,"AU","Australia","Australasia",802,
"XZY","Off-Line Point","Alzey","  "," ",49.75,8.12,"DE","Germany","Europe",429,
"XZZ","Delicias Railway Station","Zaragoza","  "," ",41.65,-0.90,"ES","Spain","Europe",482,
"YAA","Anahim Lake ","Anahim Lake","BC","British Columbia",52.47,-125.30,"CA","Canada","North America",906,
"YAB","Arctic Bay","Arctic Bay","NU","Nunavut Territory",73.04,-85.15,"CA","Canada","North America",934,
"YAC","Cat Lake","Cat Lake","ON","Ontario",51.73,-91.82,"CA","Canada","North America",936,
"YAD","Moose Lake Airport","Moose Lake","MB","Manitoba",50.38,-105.53,"CA","Canada","North America",926,
"YAE","Alta Lake Airport","Alta Lake","BC","British Columbia",50.17,-123.00,"CA","Canada","North America",906,
"YAF","Asbestos Hill ","Asbestos Hill","QC","Quebec",45.77,-71.95,"CA","Canada","North America",941,
"YAG","Fort Frances Muni ","Fort Frances","ON","Ontario",48.65,-93.45,"CA","Canada","North America",936,
"YAH","Lagrande 4 Airport","Lagrande 4","QC","Quebec",53.75,-73.65,"CA","Canada","North America",941,
"YAI","Chillan ","Chillan","  "," ",-36.57,-72.03,"CL","Chile","South America",324,
"YAJ","Lyall Harbour Airport","Lyall Harbour","BC","British Columbia",48.80,-123.20,"CA","Canada","North America",906,
"YAK","Yakutat ","Yakutat","AK","Alaska",59.51,-139.66,"US","United States","North America",1,
"YAL","Alert Bay Airport","Alert Bay","BC","British Columbia",50.58,-126.92,"CA","Canada","North America",906,
"YAM","Sault Ste Marie ","Sault Ste. Marie","ON","Ontario",46.48,-84.51,"CA","Canada","North America",936,
"YAN","Yangambi Airport","Yangambi","  "," ",0.78,24.40,"CD","Democratic Republic of the Congo","Africa",517,
"YAO","Yaounde-Ville Apt","Yaounde","  "," ",3.83,11.52,"CM","Cameroon","Africa",504,
"YAP","Yap","Yap Is.","  "," ",9.50,138.09,"FM","Micronesia","Australasia",810,
"YAQ","Maple Bay Airport","Maple Bay","BC","British Columbia",48.82,-123.62,"CA","Canada","North America",906,
"YAR","Lagrande 3 Airport","Lagrande 3","QC","Quebec",53.55,-76.20,"CA","Canada","North America",941,
"YAS","Yasawa Island Airport","Yasawa Island","  "," ",-16.78,177.52,"FJ","Fiji","Australasia",821,
"YAT","Attawapiskat","Attawapiskat","ON","Ontario",52.93,-82.42,"CA","Canada","North America",936,
"YAU","Kattiniq/Donaldson Lake Airport","Kattiniq/Donaldson Lake","QC","Quebec",61.66,-73.32,"CA","Canada","North America",941,
"YAV","Miners Bay Airport","Miners Bay","BC","British Columbia",48.87,-123.30,"CA","Canada","North America",906,
"YAW","Shearwater Airport","Halifax","NS","Nova Scotia",44.87,-63.62,"CA","Canada","North America",951,
"YAX","Angling Lake","Angling Lake","ON","Ontario",53.25,-89.55,"CA","Canada","North America",936,
"YAY","St Anthony","St. Anthony","NL","Newfoundland and Labrador",51.49,-55.81,"CA","Canada","North America",961,
"YAZ","Tofino","Tofino","BC","British Columbia",49.08,-125.78,"CA","Canada","North America",906,
"YBA","Banff ","Banff","AB","Alberta",51.17,-115.57,"CA","Canada","North America",916,
"YBB","Townsite Airport","Pelly Bay","NU","Nunavut Territory",68.88,-89.85,"CA","Canada","North America",934,
"YBC","Baie Comeau ","Baie Comeau","QC","Quebec",49.20,-68.27,"CA","Canada","North America",941,
"YBD","New Westminister Airport","New Westminster","BC","British Columbia",49.22,-122.90,"CA","Canada","North America",906,
"YBE","Uranium City","Uranium City","SK","Saskatchewan",59.57,-108.48,"CA","Canada","North America",921,
"YBF","Bamfield Airport","Bamfield","BC","British Columbia",48.83,-125.13,"CA","Canada","North America",906,
"YBG","Bagotville","Saguenay","QC","Quebec",48.32,-70.99,"CA","Canada","North America",941,
"YBH","Bull Harbour Airport","Bull Harbour","BC","British Columbia",50.90,-127.92,"CA","Canada","North America",906,
"YBI","Black Tickle","Black Tickle","NL","Newfoundland and Labrador",53.45,-55.73,"CA","Canada","North America",961,
"YBJ","Baie Johan Beetz Airport","Baie Johan Beetz","QC","Quebec",50.50,-62.92,"CA","Canada","North America",941,
"YBK","Baker Lake","Baker Lake","NU","Nunavut Territory",64.30,-96.08,"CA","Canada","North America",934,
"YBL","Campbell River","Campbell River","BC","British Columbia",49.95,-125.27,"CA","Canada","North America",906,
"YBM","Bronson Creek Airport","Bronson Creek","BC","British Columbia",56.70,-131.00,"CA","Canada","North America",906,
"YBN","Borden Airport","Borden","ON","Ontario",46.30,-63.78,"CA","Canada","North America",936,
"YBO","Bobquinn Lake Airport","Bobquinn Lake","BC","British Columbia",56.97,-130.25,"CA","Canada","North America",906,
"YBP","Yibin ","Yibin","  "," ",28.82,104.53,"CN","China","Asia",713,
"YBQ","Telegraph Harbour Airport ","Telegraph Harbour","BC","British Columbia",48.98,-123.65,"CA","Canada","North America",906,
"YBR","Brandon ","Brandon","MB","Manitoba",49.91,-99.95,"CA","Canada","North America",926,
"YBS","Musselwhite Airport","Opapamiska Lake","ON","Ontario",52.61,-90.38,"CA","Canada","North America",936,
"YBT","Brochet ","Brochet","MB","Manitoba",57.88,-101.68,"CA","Canada","North America",926,
"YBV","Berens River","Berens River","MB","Manitoba",52.36,-97.02,"CA","Canada","North America",926,
"YBW","Bedwell Harbor","Bedwell Harbor","BC","British Columbia",48.75,-123.23,"CA","Canada","North America",906,
"YBX","Blanc Sablon","Blanc Sablon","QC","Quebec",51.43,-57.22,"CA","Canada","North America",941,
"YBY","Bonnyville","Bonnyville","AB","Alberta",54.27,-110.73,"CA","Canada","North America",916,
"YBZ","Toronto","Toronto","ON","Ontario",43.63,-79.36,"CA","Canada","North America",936,
"YCA","Courtenay ","Courtenay","BC","British Columbia",49.68,-125.00,"CA","Canada","North America",906,
"YCB","Cambridge Bay","Cambridge Bay","NU","Nunavut Territory",69.10,-105.13,"CA","Canada","North America",934,
"YCC","Cornwall Regional ","Cornwall","ON","Ontario",45.09,-74.57,"CA","Canada","North America",936,
"YCD","Nanaimo ","Nanaimo","BC","British Columbia",49.05,-123.87,"CA","Canada","North America",906,
"YCE","Centralia Airport","Centralia","ON","Ontario",43.28,-81.48,"CA","Canada","North America",936,
"YCF","Cortes Bay","Cortes Bay","BC","British Columbia",50.06,-124.83,"CA","Canada","North America",906,
"YCG","Castlegar ","Castlegar","BC","British Columbia",49.30,-117.63,"CA","Canada","North America",906,
"YCH","Chatham ","Chatham","NB","New Brunswick",47.02,-65.45,"CA","Canada","North America",946,
"YCI","Caribou Island Airport","Caribou Island","ON","Ontario",61.92,-113.25,"CA","Canada","North America",936,
"YCJ","Cape Saint James Airport","Cape Saint James","BC","British Columbia",51.93,-131.02,"CA","Canada","North America",906,
"YCK","Colville Lake ","Colville Lake","NT","Northwest Territories",67.32,-125.67,"CA","Canada","North America",931,
"YCL","Charlo","Charlo","NB","New Brunswick",47.98,-66.33,"CA","Canada","North America",946,
"YCM","St. Catharines","St. Catharines","ON","Ontario",43.20,-79.17,"CA","Canada","North America",936,
"YCN","Cochrane","Cochrane","ON","Ontario",49.11,-81.01,"CA","Canada","North America",936,
"YCO","Coppermine","Coppermine","NU","Nunavut Territory",67.81,-115.13,"CA","Canada","North America",934,
"YCP","Co-Op Point Airport","Co-Op Point","MB","Manitoba",57.07,-102.03,"CA","Canada","North America",926,
"YCQ","Chetwynd","Chetwynd","BC","British Columbia",55.70,-121.67,"CA","Canada","North America",906,
"YCR","Cross Lake","Cross Lake","MB","Manitoba",54.63,-97.80,"CA","Canada","North America",926,
"YCS","Chesterfield Inlet","Chesterfield Inlet","NU","Nunavut Territory",63.35,-90.75,"CA","Canada","North America",934,
"YCT","Coronation Airport","Coronation","AB","Alberta",52.10,-111.42,"CA","Canada","North America",916,
"YCU","Yun Cheng","Yun Cheng","  "," ",35.98,111.02,"CN","China","Asia",713,
"YCV","Cartierville Airport","Cartierville","QC","Quebec",45.52,-73.75,"CA","Canada","North America",941,
"YCW","Chilliwack","Chilliwack","BC","British Columbia",49.17,-121.95,"CA","Canada","North America",906,
"YCX","Gagetown Airport","Gagetown","NB","New Brunswick",45.77,-66.17,"CA","Canada","North America",946,
"YCY","Clyde River Airport","Clyde River","NU","Nunavut Territory",70.42,-68.50,"CA","Canada","North America",934,
"YCZ","Fairmont Springs","Fairmont Springs","BC","British Columbia",49.04,-116.49,"CA","Canada","North America",906,
"YDA","Dawson City ","Dawson City","YT","Yukon Territory",64.04,-139.12,"CA","Canada","North America",911,
"YDB","Burwash Landings","Burwash Landings","YT","Yukon Territory",61.35,-139.00,"CA","Canada","North America",911,
"YDC","Drayton Valley","Drayton Valley","AB","Alberta",53.22,-114.98,"CA","Canada","North America",916,
"YDE","Paradise River Airport","Paradise River","NL","Newfoundland and Labrador",53.43,-57.23,"CA","Canada","North America",961,
"YDF","Deer Lake ","Deer Lake","NL","Newfoundland and Labrador",49.22,-57.40,"CA","Canada","North America",961,
"YDG","Digby Airport ","Digby","NS","Nova Scotia",44.50,-66.17,"CA","Canada","North America",951,
"YDH","Daniels Harbour Airport","Daniels Harbour","NL","Newfoundland and Labrador",50.22,-57.58,"CA","Canada","North America",961,
"YDI","Davis Inlet ","Davis Inlet","NL","Newfoundland and Labrador",55.93,-60.95,"CA","Canada","North America",961,
"YDJ","Hatchet Lake Airport","Hatchet Lake","SK","Saskatchewan",58.66,-102.54,"CA","Canada","North America",921,
"YDK","Main Duck Island","Main Duck Island","ON","Ontario",43.93,-76.62,"CA","Canada","North America",936,
"YDL","Dease Lake","Dease Lake","BC","British Columbia",58.58,-130.03,"CA","Canada","North America",906,
"YDN","Dauphin ","Dauphin","MB","Manitoba",51.10,-100.05,"CA","Canada","North America",926,
"YDO","St Methode Airport","Dolbeau","QC","Quebec",48.87,-72.23,"CA","Canada","North America",941,
"YDP","Nain","Nain","NL","Newfoundland and Labrador",56.53,-61.67,"CA","Canada","North America",961,
"YDQ","Dawson Creek","Dawson Creek","BC","British Columbia",55.73,-120.18,"CA","Canada","North America",906,
"YDR","Broadview Airport","Broadview","SK","Saskatchewan",50.37,-102.58,"CA","Canada","North America",921,
"YDS","Desolation Sound","Desolation Sound","BC","British Columbia",50.18,-124.70,"CA","Canada","North America",906,
"YDT","Vancouver","Vancouver","BC","British Columbia",49.07,-123.01,"CA","Canada","North America",906,
"YDU","Kasba Lake Airport","Kasba Lake","NT","Northwest Territories",60.29,-102.50,"CA","Canada","North America",931,
"YDV","Bloodvein Airport ","Bloodvein","MB","Manitoba",51.75,-96.73,"CA","Canada","North America",926,
"YDW","Obre Lake Airport","Obre Lake","NT","Northwest Territories",60.32,-103.13,"CA","Canada","North America",931,
"YDX","Doc Creek Airport","Doc Creek","BC","British Columbia",52.05,-128.08,"CA","Canada","North America",906,
"YEA","Edmonton","Edmonton","AB","Alberta",53.44,-113.55,"CA","Canada","North America",916,
"YEB","Bar River Airport","Bar River","ON","Ontario",46.42,-84.12,"CA","Canada","North America",936,
"YEC","Yechon","Yechon","  "," ",36.63,128.36,"KR","South Korea","Asia",778,
"YED","Edmonton-Namao Fld","Edmonton","AB","Alberta",53.67,-113.46,"CA","Canada","North America",916,
"YEG","Edmonton Intl","Edmonton","AB","Alberta",53.30,-113.59,"CA","Canada","North America",916,
"YEH","Asaloyeh Airport","Asaloyeh","  "," ",27.47,52.62,"IR","Iran","Middle East",632,
"YEI","Yenisehir Airport","Bursa","  "," ",40.23,29.55,"TR","Turkey","Europe",679,
"YEK","Eskimo Point","Arviat","NU","Nunavut Territory",61.10,-94.07,"CA","Canada","North America",934,
"YEL","Elliot Lake Muni","Elliot Lake","ON","Ontario",46.35,-82.56,"CA","Canada","North America",936,
"YEM","East Manitoulin Airport","Manitowaning","ON","Ontario",45.84,-81.86,"CA","Canada","North America",936,
"YEN","Estevan ","Estevan","SK","Saskatchewan",49.07,-103.00,"CA","Canada","North America",921,
"YEO","Yeovilton Airport","Yeovilton","EN","England",51.02,-2.55,"GB","United Kingdom","Europe",493,
"YEP","Estevan Point Airport ","Estevan Point","BC","British Columbia",49.38,-126.53,"CA","Canada","North America",906,
"YEQ","Yenkis Airport","Yenkis","  "," ",-5.10,143.92,"PG","Papua New Guinea","Australasia",804,
"YER","Fort Severn ","Fort Severn","ON","Ontario",56.00,-87.63,"CA","Canada","North America",936,
"YES","Yasouj Airport","Yasouj","  "," ",30.68,51.55,"IR","Iran","Middle East",632,
"YET","Edson ","Edson","AB","Alberta",53.58,-116.43,"CA","Canada","North America",916,
"YEU","Eureka","Eureka","NU","Nunavut Territory",79.98,-85.82,"CA","Canada","North America",934,
"YEV","Inuvik","Inuvik","NT","Northwest Territories",68.29,-133.49,"CA","Canada","North America",931,
"YEY","Amos Airport","Amos","QC","Quebec",48.55,-78.25,"CA","Canada","North America",941,
"YFA","Fort Albany ","Fort Albany","ON","Ontario",52.24,-81.59,"CA","Canada","North America",936,
"YFB","Frobisher","Iqaluit","NU","Nunavut Territory",63.75,-68.56,"CA","Canada","North America",934,
"YFC","Fredericton ","Fredericton","NB","New Brunswick",45.87,-66.53,"CA","Canada","North America",946,
"YFE","Forestville ","Forestville","QC","Quebec",48.73,-69.10,"CA","Canada","North America",941,
"YFG","Fontanges","Fontanges","QC","Quebec",54.55,-71.18,"CA","Canada","North America",941,
"YFH","Fort Hope ","Fort Hope","ON","Ontario",51.56,-87.91,"CA","Canada","North America",936,
"YFI","Firebag","Fort Mackay","AB","Alberta",57.23,-110.98,"CA","Canada","North America",916,
"YFJ","Wekweeti Airport","Snare Lake","NT","Northwest Territories",64.19,-114.08,"CA","Canada","North America",931,
"YFL","Fort Reliance ","Fort Reliance","NT","Northwest Territories",62.71,-109.16,"CA","Canada","North America",931,
